Crop,Date,Variety,State,District,Min Price (Rs-Quintal),Max Price (Rs-Quintal),Modal Price
Mango,26-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,26-06-2024,Totapuri,Andhra Pradesh,Krishna,2100,2900,2400
Mango,05-06-2024,Safeda,Andhra Pradesh,East Godavari,1000,2500,1500
Mango,07-06-2024,Badami,Andhra Pradesh,Chittor,1000,3000,2000
Rice,01-10-2024,Sona,Andhra Pradesh,Krishna,2400,2600,2500
Rice,30-09-2024,Sona,Andhra Pradesh,Krishna,2500,2700,2600
Rice,27-09-2024,Sona,Andhra Pradesh,Krishna,2500,2700,2600
Rice,26-09-2024,Sona,Andhra Pradesh,Krishna,2500,2700,2600
Rice,25-09-2024,Sona,Andhra Pradesh,Krishna,2400,2600,2500
Rice,24-09-2024,Sona,Andhra Pradesh,Krishna,2500,2700,2600
Rice,23-09-2024,Sona,Andhra Pradesh,Krishna,2300,2550,2450
Rice,21-09-2024,Sona,Andhra Pradesh,Krishna,2300,2550,2400
Rice,20-09-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,13-09-2024,Sona,Andhra Pradesh,Krishna,2300,2550,2400
Rice,12-09-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,09-09-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,06-09-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,04-09-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,03-09-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,30-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,29-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,28-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,27-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,20-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,19-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,17-08-2024,Sona,Andhra Pradesh,Krishna,2400,2600,2500
Rice,16-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,14-08-2024,Sona,Andhra Pradesh,Krishna,2300,2520,2400
Rice,09-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,08-08-2024,Sona,Andhra Pradesh,Krishna,2300,2550,2400
Rice,06-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,03-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,02-08-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,31-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,30-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,29-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,27-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,26-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,25-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,24-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,23-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,22-07-2024,Sona,Andhra Pradesh,Krishna,2320,2520,2450
Rice,20-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,19-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,18-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,16-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,15-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,12-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,11-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,09-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,08-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,06-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,05-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,04-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,03-07-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,28-06-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,26-06-2024,Sona,Andhra Pradesh,Krishna,2320,2500,2400
Rice,25-06-2024,Sona,Andhra Pradesh,Krishna,2320,2500,2400
Rice,24-06-2024,Sona,Andhra Pradesh,Krishna,2320,2500,2400
Rice,01-06-2024,B P T,Andhra Pradesh,Krishna,2200,2300,2250
Rice,01-06-2024,Sona,Andhra Pradesh,Krishna,2200,2400,2300
Rice,31-05-2024,Sona,Andhra Pradesh,Krishna,2200,2400,2300
Rice,29-05-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,28-05-2024,Sona,Andhra Pradesh,Krishna,2300,2500,2400
Rice,27-05-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,18-05-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,17-05-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,16-05-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,15-05-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,09-05-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,08-05-2024,Sona,Andhra Pradesh,Krishna,2200,2400,2300
Rice,04-05-2024,Sona,Andhra Pradesh,Krishna,2200,2400,2300
Rice,26-04-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,25-04-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Rice,22-04-2024,Sona,Andhra Pradesh,Krishna,2203,2400,2300
Sugarcane,20-11-2023,Other,Andhra Pradesh,Surguja,300,300,300
Sugarcane,31-12-2023,Sugarcane,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,30-01-2024,Sugarcane,Andhra Pradesh,Surajpur,291,291,291
Sugarcane,26-02-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,26-02-2024,Other,Andhra Pradesh,Surguja,320,320,320
Sugarcane,29-02-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,18-03-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,27-03-2024,Sugarcane,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,21-03-2024,Other,Andhra Pradesh,Surguja,330,330,330
Sugarcane,22-03-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,22-02-2024,Other,Andhra Pradesh,Surguja,320,320,320
Sugarcane,22-02-2024,Sugarcane,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,22-02-2024,Other,Andhra Pradesh,Surguja,320,320,320
Sugarcane,14-02-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,14-03-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,12-03-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,21-03-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,21-03-2024,Sugarcane,Andhra Pradesh,Surajpur,300,300,300
Sugarcane,31-05-2024,Sugarcane,Andhra Pradesh,Surajpur,300,300,300
Sugarcane,31-05-2024,Other,Andhra Pradesh,Balrampur,305,305,305
Sugarcane,31-05-2024,Other,Andhra Pradesh,Kabirdham,275,275,275
Sugarcane,30-05-2024,Other,Andhra Pradesh,Surajpur,300,300,300
Sugarcane,31-05-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,13-06-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,29-03-2024,Other,Andhra Pradesh,Kabirdham,275,275,275
Sugarcane,30-03-2024,Sugarcane,Andhra Pradesh,Surajpur,291,291,291
Sugarcane,08-04-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,25-06-2024,Other,Andhra Pradesh,Jashpur,30000,30000,30000
Sugarcane,27-06-2024,Sugarcane,Andhra Pradesh,Surajpur,30000,30000,30000
Sugarcane,26-06-2024,Other,Maharashtra,Amarawati,40000,60000,50000
Sugarcane,08-04-2024,Other,Andhra Pradesh,Jashpur,350,350,350
Sugarcane,30-06-2024,Other,Andhra Pradesh,Surajpur,30000,30000,30000
Sugarcane,03-07-2024,Other,Maharashtra,Amarawati,40000,60000,50000
Sugarcane,07-07-2024,Other,Andhra Pradesh,Surajpur,300,300,300
Sugarcane,06-07-2024,Other,Andhra Pradesh,Surajpur,300,300,300
Sugarcane,31-07-2024,Other,Andhra Pradesh,Balrampur,305,305,305
Sugarcane,30-09-2024,Sugarcane,Andhra Pradesh,Surajpur,300,300,300
Sugarcane,05-04-2024,Other,Andhra Pradesh,Jashpur,340,340,340
Sugarcane,14-04-2024,Other,Andhra Pradesh,Surguja,360,360,360
Sugarcane,02-04-2024,Other,Andhra Pradesh,Surguja,310,310,310
Sugarcane,07-04-2024,Other,Andhra Pradesh,Jashpur,300,300,300
Sugarcane,22-04-2024,Other,Andhra Pradesh,Surguja,300,300,300
Sugarcane,11-04-2024,Other,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,19-04-2024,Other,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,21-04-2024,Other,Andhra Pradesh,Jashpur,320,320,320
Sugarcane,26-04-2024,Other,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,30-04-2024,Other,Andhra Pradesh,Balrampur,320,320,320
Sugarcane,10-05-2024,Other,Andhra Pradesh,Surguja,310,310,310
Sugarcane,15-05-2024,Other,Andhra Pradesh,Surguja,330,330,330
Sugarcane,18-05-2024,Other,Andhra Pradesh,Balrampur,320,320,320
Sugarcane,21-05-2024,Other,Andhra Pradesh,Balrampur,360,360,360
Sugarcane,23-05-2024,Other,Andhra Pradesh,Jashpur,360,360,360
Sugarcane,27-05-2024,Other,Andhra Pradesh,Jashpur,310,310,310
Sugarcane,01-06-2024,Other,Andhra Pradesh,Surguja,360,360,360
Sugarcane,04-06-2024,Other,Andhra Pradesh,Surguja,320,320,320
Sugarcane,08-06-2024,Other,Andhra Pradesh,Balrampur,320,320,320
Sugarcane,12-06-2024,Other,Andhra Pradesh,Surguja,320,320,320
Sugarcane,15-06-2024,Other,Andhra Pradesh,Jashpur,340,340,340
Sugarcane,18-06-2024,Other,Andhra Pradesh,Surguja,360,360,360
Sugarcane,22-06-2024,Other,Andhra Pradesh,Surguja,310,310,310
Sugarcane,25-06-2024,Other,Andhra Pradesh,Jashpur,300,300,300
Sugarcane,28-06-2024,Other,Andhra Pradesh,Surguja,300,300,300
Sugarcane,01-07-2024,Other,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,04-07-2024,Other,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,07-07-2024,Other,Andhra Pradesh,Jashpur,320,320,320
Sugarcane,10-07-2024,Other,Andhra Pradesh,Balrampur,300,300,300
Sugarcane,13-07-2024,Other,Andhra Pradesh,Balrampur,320,320,320
Sugarcane,16-07-2024,Other,Andhra Pradesh,Surguja,310,310,310
Sugarcane,19-07-2024,Other,Andhra Pradesh,Surguja,330,330,330
Sugarcane,22-07-2024,Other,Andhra Pradesh,Balrampur,320,320,320
Sugarcane,25-07-2024,Other,Andhra Pradesh,Balrampur,360,360,360
Sugarcane,28-07-2024,Other,Andhra Pradesh,Jashpur,360,360,360
Sugarcane,31-07-2024,Other,Andhra Pradesh,Jashpur,310,310,310
Sugarcane,03-08-2024,Other,Andhra Pradesh,Surguja,360,360,360
Sugarcane,06-08-2024,Other,Andhra Pradesh,Surguja,320,320,320
Sugarcane,09-08-2024,Other,Andhra Pradesh,Balrampur,320,320,320
Sugarcane,12-08-2024,Other,Andhra Pradesh,Surguja,320,320,320
Sunflower,20-12-2023,Bold,Andhra Pradesh,Kurnool,3389,6400,3389
Sunflower,29-12-2023,Bold,Andhra Pradesh,Kurnool,4109,6400,4369
Sunflower,27-12-2023,Local,Andhra Pradesh,Kurnool,3451,4551,4536
Sunflower,29-12-2023,Local,Andhra Pradesh,Kurnool,4000,4351,4051
Sunflower,27-12-2023,Bold,Andhra Pradesh,Kurnool,3719,6400,3869
Sunflower,28-12-2023,Local,Andhra Pradesh,Kurnool,3800,4444,4316
Sunflower,14-11-2023,Local,Andhra Pradesh,Kurnool,4321,4321,4321
Sunflower,15-11-2023,Bold,Andhra Pradesh,Kurnool,4399,6400,4470
Sunflower,16-11-2023,Bold,Andhra Pradesh,Kurnool,4489,6400,4880
Sunflower,11-10-2023,Bold,Andhra Pradesh,Kurnool,3709,6400,3919
Sunflower,11-08-2023,Bold,Andhra Pradesh,Kurnool,4009,6400,4059
Sunflower,14-11-2023,Bold,Andhra Pradesh,Kurnool,4419,6400,4469
Sunflower,20-11-2023,Local,Andhra Pradesh,Kurnool,4000,4000,4000
Sunflower,11-09-2023,Local,Andhra Pradesh,Kurnool,4222,4373,4373
Sunflower,11-09-2023,Bold,Andhra Pradesh,Kurnool,4109,6400,4409
Sunflower,17-11-2023,Bold,Andhra Pradesh,Kurnool,4459,6400,4989
Sunflower,12-04-2023,Local,Andhra Pradesh,Kurnool,4225,4225,4225
Sunflower,12-04-2023,Bold,Andhra Pradesh,Kurnool,3589,6400,4509
Sunflower,15-11-2023,Local,Andhra Pradesh,Kurnool,4220,4300,4300
Sunflower,20-11-2023,Bold,Andhra Pradesh,Kurnool,4119,6400,4309
Sunflower,30-12-2023,Bold,Andhra Pradesh,Kurnool,3459,6400,3820
Sunflower,19-12-2023,Bold,Andhra Pradesh,Kurnool,3419,6400,3609
Sunflower,21-12-2023,Bold,Andhra Pradesh,Kurnool,4019,6400,4129
Sunflower,21-12-2023,Local,Andhra Pradesh,Kurnool,3612,3612,3612
Sunflower,30-01-2024,Bold,Andhra Pradesh,Kurnool,3919,6400,4219
Sunflower,02-01-2024,Bold,Andhra Pradesh,Kurnool,4379,6400,4519
Sunflower,02-02-2024,Bold,Andhra Pradesh,Kurnool,3569,6400,3869
Sunflower,02-08-2024,Local,Andhra Pradesh,Kurnool,3425,4126,4126
Sunflower,02-08-2024,Bold,Andhra Pradesh,Kurnool,3439,6400,3569
Sunflower,02-06-2024,Bold,Andhra Pradesh,Kurnool,3329,6400,3329
Sunflower,02-07-2024,Bold,Andhra Pradesh,Kurnool,3519,6400,3519
Sunflower,02-10-2024,Local,Andhra Pradesh,Kurnool,3511,3511,3511
Sunflower,02-10-2024,Bold,Andhra Pradesh,Kurnool,3339,6400,3339
Sunflower,02-05-2024,Bold,Andhra Pradesh,Kurnool,3439,6400,3439
Sunflower,22-12-2023,Bold,Andhra Pradesh,Kurnool,4056,6400,4179
Sunflower,22-12-2023,Local,Andhra Pradesh,Kurnool,3000,3888,3888
Sunflower,30-01-2024,Bold,Andhra Pradesh,Kurnool,3919,6400,4219
Sunflower,02-01-2024,Bold,Andhra Pradesh,Kurnool,4379,6400,4519
Sunflower,02-02-2024,Bold,Andhra Pradesh,Kurnool,3569,6400,3869
Sunflower,02-08-2024,Local,Andhra Pradesh,Kurnool,3425,4126,4126
Sunflower,02-08-2024,Bold,Andhra Pradesh,Kurnool,3439,6400,3569
Sunflower,02-06-2024,Bold,Andhra Pradesh,Kurnool,3329,6400,3329
Sunflower,02-07-2024,Bold,Andhra Pradesh,Kurnool,3519,6400,3519
Sunflower,02-10-2024,Local,Andhra Pradesh,Kurnool,3511,3511,3511
Sunflower,02-10-2024,Bold,Andhra Pradesh,Kurnool,3339,6400,3339
Sunflower,02-05-2024,Bold,Andhra Pradesh,Kurnool,3439,6400,3439
Sunflower,14-02-2024,Bold,Andhra Pradesh,Kurnool,3200,6400,3200
Sunflower,15-02-2024,Local,Andhra Pradesh,Kurnool,9111,9111,9111
Sunflower,15-02-2024,Bold,Andhra Pradesh,Kurnool,3059,6400,3240
Sunflower,16-02-2024,Bold,Andhra Pradesh,Kurnool,1600,6400,3200
Sunflower,02-12-2024,Local,Andhra Pradesh,Kurnool,4000,4000,4000
Sunflower,27-02-2024,Local,Andhra Pradesh,Kurnool,3980,3980,3980
Sunflower,27-02-2024,Bold,Andhra Pradesh,Kurnool,3400,6400,3400
Sunflower,19-02-2024,Bold,Andhra Pradesh,Kurnool,3200,6400,3900
Sunflower,17-02-2024,Bold,Andhra Pradesh,Kurnool,3400,6400,3400
Sunflower,21-02-2024,Bold,Andhra Pradesh,Kurnool,3210,6400,3210
Sunflower,17-02-2024,Local,Andhra Pradesh,Kurnool,3176,3210,3200
Sunflower,03-01-2024,Bold,Andhra Pradesh,Kurnool,3300,6400,3300
Sunflower,19-01-2024,Bold,Andhra Pradesh,Kurnool,4299,6400,4429
Sunflower,17-01-2024,Bold,Andhra Pradesh,Kurnool,3219,6400,3689
Sunflower,01-12-2024,Bold,Andhra Pradesh,Kurnool,4069,6400,4129
Sunflower,18-01-2024,Bold,Andhra Pradesh,Kurnool,3319,6400,4269
Sunflower,23-01-2024,Bold,Andhra Pradesh,Kurnool,4290,6400,4490
Sunflower,27-01-2024,Bold,Andhra Pradesh,Kurnool,4449,6400,4469
Sunflower,20-01-2024,Bold,Andhra Pradesh,Kurnool,4299,6400,4369
Sunflower,24-01-2024,Bold,Andhra Pradesh,Kurnool,4470,6400,4551
Sunflower,25-01-2024,Bold,Andhra Pradesh,Kurnool,4029,6400,4109
Sunflower,12-06-2023,Bold,Andhra Pradesh,Kurnool,3889,6400,4389
Sunflower,12-07-2023,Bold,Andhra Pradesh,Kurnool,3689,6400,3689
Sunflower,12-08-2023,Bold,Andhra Pradesh,Kurnool,4109,6400,4269
Sunflower,12-09-2023,Bold,Andhra Pradesh,Kurnool,2649,6400,3229
Sunflower,13-12-2023,Bold,Andhra Pradesh,Kurnool,3070,6400,3210
Sunflower,14-12-2023,Bold,Andhra Pradesh,Kurnool,2759,6400,3269
Sunflower,15-12-2023,Local,Andhra Pradesh,Kurnool,4002,4105,4105
Sunflower,16-12-2023,Bold,Andhra Pradesh,Kurnool,2500,6400,3300
Sunflower,18-12-2023,Local,Andhra Pradesh,Kurnool,3755,4500,4500
Sunflower,18-12-2023,Bold,Andhra Pradesh,Kurnool,3109,6400,3219
Sunflower,12-11-2023,Bold,Andhra Pradesh,Kurnool,3529,6400,3839
Sunflower,30-11-2023,Bold,Andhra Pradesh,Kurnool,4069,6400,4319
Sunflower,12-01-2023,Bold,Andhra Pradesh,Kurnool,4569,6400,4730
Sunflower,18-03-2024,Bold,Andhra Pradesh,Kurnool,3400,6400,3400
Sunflower,22-03-2024,Bold,Andhra Pradesh,Kurnool,3609,6400,3889
Sunflower,22-02-2024,Bold,Andhra Pradesh,Kurnool,3300,6400,3400
Sunflower,23-02-2024,Bold,Andhra Pradesh,Kurnool,3400,6400,3400
Sunflower,13-02-2024,Local,Andhra Pradesh,Kurnool,3900,4050,4050
Sunflower,16-02-2024,Local,Andhra Pradesh,Kurnool,2800,3500,3500
Sunflower,13-03-2024,Bold,Andhra Pradesh,Kurnool,4069,6400,4070
Sunflower,03-12-2024,Bold,Andhra Pradesh,Kurnool,3419,6400,3419
Sunflower,03-06-2024,Bold,Andhra Pradesh,Kurnool,3269,6400,3269
Sunflower,15-03-2024,Bold,Andhra Pradesh,Kurnool,3300,6400,3300
Sunflower,21-03-2024,Bold,Andhra Pradesh,Kurnool,3129,6400,4309
Sunflower,19-03-2024,Bold,Andhra Pradesh,Kurnool,3620,6400,3620
Sunflower,16-10-2023,Bold,Andhra Pradesh,Kurnool,1600,6400,4369
Sunflower,17-10-2023,Local,Andhra Pradesh,Kurnool,3920,3920,3920
Sunflower,17-10-2023,Bold,Andhra Pradesh,Kurnool,1519,6400,4190
Sunflower,19-10-2023,Bold,Andhra Pradesh,Kurnool,4019,6400,4420
Sunflower,18-10-2023,Bold,Andhra Pradesh,Kurnool,4209,6400,4429
Sunflower,10-06-2023,Bold,Andhra Pradesh,Kurnool,3120,6400,4130
Sunflower,10-07-2023,Bold,Andhra Pradesh,Kurnool,3799,6400,4329
Sunflower,10-09-2023,Bold,Andhra Pradesh,Kurnool,3069,6400,4559
Sunflower,10-05-2023,Bold,Andhra Pradesh,Kurnool,1500,6400,4579
Sunflower,10-06-2023,Local,Andhra Pradesh,Kurnool,4411,4456,4456
Sunflower,27-10-2023,Local,Andhra Pradesh,Kurnool,3926,4212,4212
Sunflower,27-10-2023,Bold,Andhra Pradesh,Kurnool,1280,6400,4789
Sunflower,26-10-2023,Local,Andhra Pradesh,Kurnool,3611,4231,4231
Sunflower,30-10-2023,Local,Andhra Pradesh,Kurnool,3821,4411,4325
Sunflower,11-01-2023,Bold,Andhra Pradesh,Kurnool,3859,6400,4210
Sunflower,11-01-2023,Local,Andhra Pradesh,Kurnool,3271,4264,4264
Sunflower,11-02-2023,Bold,Andhra Pradesh,Kurnool,4209,6400,4560
Sunflower,26-10-2023,Bold,Andhra Pradesh,Kurnool,4369,6400,4869
Sunflower,10-03-2023,Bold,Andhra Pradesh,Kurnool,4219,6400,4759
Sunflower,10-04-2023,Bold,Andhra Pradesh,Kurnool,3569,6400,4219
Sunflower,10-12-2023,Local,Andhra Pradesh,Kurnool,5700,5700,5700
Sunflower,10-12-2023,Bold,Andhra Pradesh,Kurnool,3009,6400,4019
Sunflower,16-10-2023,Local,Andhra Pradesh,Kurnool,4286,4286,4286
Sunflower,13-10-2023,Local,Andhra Pradesh,Kurnool,4153,4153,4153
Sunflower,13-10-2023,Bold,Andhra Pradesh,Kurnool,4340,6400,4709
Sunflower,10-10-2023,Local,Andhra Pradesh,Kurnool,4356,4356,4356
Sunflower,10-11-2023,Bold,Andhra Kurnool,Kurnool,4409,6400,4659
Sunflower,10-10-2023,Bold,Andhra Kurnool,Kurnool,3369,6400,4239
Sunflower,11-03-2023,Local,Andhra Kurnool,Kurnool,4100,4412,4412
Sunflower,11-02-2023,Local,Andhra Kurnool,Kurnool,4473,4481,4481
Sunflower,11-03-2023,Bold,Andhra Kurnool,Kurnool,1280,6400,3609
Sunflower,11-04-2023,Local,Andhra Kurnool,Kurnool,4000,4000,4000
Sunflower,11-04-2023,Bold,Andhra Kurnool,Kurnool,3689,6400,4370
Sunflower,28-10-2023,Bold,Andhra Kurnool,Kurnool,1329,6400,4989
Sunflower,30-10-2023,Bold,Andhra Kurnool,Kurnool,4020,6400,4569
Sunflower,20-10-2023,Local,Andhra Kurnool,Kurnool,4251,4352,4352
Sunflower,20-10-2023,Bold,Andhra Kurnool,Kurnool,2019,6400,4509
Sunflower,19-10-2023,Local,Andhra Kurnool,Kurnool,3700,3700,3700
Sunflower,25-10-2023,Bold,Andhra Kurnool,Kurnool,4329,6400,4719
Sunflower,11-06-2023,Local,Andhra Kurnool,Kurnool,3500,3900,3900
Sunflower,11-06-2023,Bold,Andhra Kurnool,Kurnool,3020,6400,3869
Sunflower,11-07-2023,Bold,Andhra Kurnool,Kurnool,2069,6400,4560
Sunflower,06-11-2024,Bold,Andhra Kurnool,Kurnool,3700,6400,3700
Sunflower,04-03-2024,Bold,Andhra Kurnool,Kurnool,3309,6400,3359
Sunflower,04-06-2024,Bold,Andhra Kurnool,Kurnool,3200,6400,3200
Sunflower,13-04-2024,Bold,Andhra Kurnool,Kurnool,3319,6400,3319
Sunflower,13-04-2024,Bold,Andhra Kurnool,Kurnool,3319,6400,3319
Sunflower,07-02-2024,Bold,Andhra Kurnool,Kurnool,3400,6400,3400
Sunflower,16-04-2024,Bold,Andhra Kurnool,Kurnool,3129,6400,3319
Sunflower,07-08-2024,Bold,Andhra Kurnool,Kurnool,3109,6400,3200
Sunflower,08-08-2024,Bold,Andhra Kurnool,Kurnool,3859,6400,3859
Sunflower,08-12-2024,Bold,Andhra Kurnool,Kurnool,3669,6400,3669
Sunflower,31-07-2024,Bold,Andhra Kurnool,Kurnool,3629,3629,3629
Sunflower,08-05-2024,Bold,Andhra Kurnool,Kurnool,3200,6400,3200
Sunflower,14-09-2024,Local,Andhra Kurnool,Kurnool,5093,5692,5588
Sunflower,13-09-2024,Local,Andhra Kurnool,Kurnool,4301,4301,4301
Sunflower,23-09-2024,Local,Andhra Kurnool,Kurnool,5115,5416,5416
Sunflower,28-09-2024,Local,Andhra Kurnool,Kurnool,5375,5535,5535
Sunflower,30-09-2024,Local,Andhra Kurnool,Kurnool,5488,5725,5725
Tomato,27-12-2023,Local,Andhra Pradesh,Chittor,900,2000,1500
Tomato,29-12-2023,Local,Andhra Pradesh,Chittor,1000,2000,1500
Tomato,26-12-2023,Local,Andhra Pradesh,Chittor,900,2330,1700
Tomato,28-12-2023,Local,Andhra Pradesh,Chittor,900,2330,1700
Tomato,16-11-2023,Local,Andhra Pradesh,Chittor,1000,2200,1660
Tomato,10-11-2023,Local,Andhra Pradesh,Chittor,1200,2860,2200
Tomato,07-11-2023,Local,Andhra Pradesh,Chittor,1300,3400,2500
Tomato,09-11-2023,Local,Andhra Pradesh,Chittor,1200,2660,2000
Tomato,28-11-2023,Local,Andhra Pradesh,Chittor,1200,3000,2000
Tomato,28-11-2023,Local,Andhra Pradesh,Chittor,1200,3000,2000
Tomato,14-11-2023,Local,Andhra Pradesh,Chittor,1200,2900,2100
Tomato,15-11-2023,Local,Andhra Pradesh,Chittor,1200,2400,1900
Tomato,17-11-2023,Local,Andhra Pradesh,Chittor,1000,2000,1660
Tomato,21-11-2023,Local,Andhra Pradesh,Chittor,1200,2800,2000
Tomato,21-11-2023,Local,Andhra Pradesh,Chittor,1200,2800,2000
Tomato,08-11-2023,Local,Andhra Pradesh,Chittor,1000,3000,2100
Tomato,20-11-2023,Local,Andhra Pradesh,Chittor,1200,3000,2200
Tomato,21-11-2023,Local,Andhra Pradesh,Chittor,1200,2800,2000
Tomato,21-11-2023,Local,Andhra Pradesh,Chittor,1200,2800,2000
Tomato,02-01-2024,Local,Andhra Pradesh,Chittor,1000,2300,1700
Tomato,03-01-2024,Local,Andhra Pradesh,Chittor,1200,2660,2000
Tomato,19-12-2023,Local,Andhra Pradesh,Chittor,800,1700,1300
Tomato,20-12-2023,Local,Andhra Pradesh,Chittor,860,1760,1330
Tomato,21-12-2023,Local,Andhra Pradesh,Chittor,860,1760,1330
Tomato,04-01-2024,Local,Andhra Pradesh,Chittor,900,2000,1600
Tomato,05-01-2024,Local,Andhra Pradesh,Chittor,1000,2300,1700
Tomato,08-01-2024,Local,Andhra Pradesh,Chittor,1000,2300,1700
Tomato,09-01-2024,Local,Andhra Pradesh,Chittor,1000,2330,1700
Tomato,30-01-2024,Local,Andhra Pradesh,Chittor,1000,2200,1600
Tomato,29-01-2024,Local,Andhra Pradesh,Chittor,1000,2200,1600
Tomato,06-02-2024,Local,Andhra Pradesh,Chittor,1200,3000,2600
Tomato,09-02-2024,Local,Andhra Pradesh,Chittor,1200,2600,2000
Tomato,31-01-2024,Local,Andhra Pradesh,Chittor,1000,2200,1600
Tomato,05-02-2024,Local,Andhra Pradesh,Chittor,1200,2800,2000
Tomato,16-02-2024,Local,Andhra Pradesh,Chittor,800,1400,1100
Tomato,12-02-2024,Local,Andhra Pradesh,Chittor,1000,2200,1660
Tomato,27-02-2024,Local,Andhra Pradesh,Chittor,700,1360,1000
Tomato,19-02-2024,Local,Andhra Pradesh,Chittor,800,1400,1000
Tomato,28-02-2024,Local,Andhra Pradesh,Chittor,700,1300,1060
Tomato,29-02-2024,Local,Andhra Pradesh,Chittor,700,1300,1000
Tomato,19-01-2024,Local,Andhra Pradesh,Chittor,960,2000,1600
Tomato,10-01-2024,Local,Andhra Pradesh,Chittor,1000,2330,1700
Tomato,12-01-2024,Local,Andhra Pradesh,Chittor,1000,2300,1700
